"handle","name","content","replies","retweets","favorite","unix_timestamp","date","url","search_url","hashtags"
"@JackzMind","✳️☆JACK☆✳️","Wow.. Very impressive my King!! I gotta admit you have a very strong source my President. 🔥 I can't wait for the update with the video😂💪 #ChrisVsSamke #chrisExcel https://t.co/4TVj9GevdG","0","0","0","1655916216000","22 Jun 2022","JackzMind/status/1539650321747628033","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisVsSamke | chrisExcel"
"@Piet_Masemola","The Epitome Of Bonang Matheba.","Now. How about that R22 Million build a new #Eskom Power Station Somewhere.? #ChrisExcel #EnyobeniTarven #EFF #BetAwards22","0","0","0","1656545665000","29 Jun 2022","Piet_Masemola/status/1542290421539389440","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Eskom | ChrisExcel | EnyobeniTarven | EFF | BetAwards22"
"@xolaniXnkosi","Xolani X Nkosi 🇿🇦","#ChrisExcel Came and scored 5 goals and #Samke Scored 2 own goals so now the score is 1-1 but Chris is leading with goal difference so now Chris is number 1 in the league!","0","1","4","1655939627000","22 Jun 2022","xolaniXnkosi/status/1539748515609546753","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | Samke"
"@itu_nadia","ITUMELENG🕯️🌊","This was 2021-31-Aug @rhadebeliihle predicted this. Its happening. Masks off! #masks #RamaphosaMustGo #Ramaphosa #chrisexcel #blem #samke #zuma #round2 #joephaahla https://t.co/oFsXMtbH3s","0","4","15","1655967622000","23 Jun 2022","itu_nadia/status/1539865934046924802","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","masks | RamaphosaMustGo | Ramaphosa | chrisexcel | blem | samke | zuma | round2 | joephaahla"
"@SetroAmake","SETRO AMAKE","You have to know the struggle is a gift , Use it wisely 🙏 #ChrisExcel #Xoli #Matenas #MHOWABADIMO #earthquake #Americanpie #fearwomen #MrSmeg","0","0","0","1655915181000","22 Jun 2022","SetroAmake/status/1539645979632312320","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel | Xoli | Matenas | MHOWABADIMO | earthquake | Americanpie | fearwomen | MrSmeg"
"@ChrisExcel","Chris","Dave is picking up job from Mike's copy","0","0","0","1236786598000","11 Mar 2009","ChrisExcel/status/1311149586","https://twitter.com/chrisExcel?lang=en",""
"@mfanafu14890184","mfanafuthi","Who won the twar between Samke and Chris Excel? #Samke #ChrisExcel #MrSmeg #IncaseYouMissedIt https://t.co/FIVrjVPC3c #OperaNewsHub","0","0","0","1656000792000","23 Jun 2022","mfanafu14890184/status/1540005059521568769","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Samke | ChrisExcel | MrSmeg | IncaseYouMissedIt | OperaNewsHub"
"@_AudioMaestro","Audio Maestro","Chris Excel must just give us the video. The suspension is too much 😅😂😅 #Round2 #ChrisExcel https://t.co/CneAQvEZ3A","0","0","6","1655922406000","22 Jun 2022","_AudioMaestro/status/1539676282358796294","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Round2 | ChrisExcel"
"@sihle_ted","Sihle Ted Mashile","The is no coming back from this one Mr President. #ChrisExcel","0","0","0","1655902222000","22 Jun 2022","sihle_ted/status/1539591623859912704","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@MaleselaTefo","Man’s NOT Adv Malesela Teffo","I have just bey reliable informed that #ChrisExcel is a porn star.","0","0","0","1656482763000","29 Jun 2022","MaleselaTefo/status/1542026592066600961","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@ChrisExcel","Chris","Just approved lawn doctor ryopbvi proof","0","0","0","1236784269000","11 Mar 2009","ChrisExcel/status/1310963194","https://twitter.com/chrisExcel?lang=en",""
"@TeMz_031","ZodiYe 🦍","Check out a short clip from my upcoming tape #PiecesOfMe and please follow🤗❤️🙏 #DroppingFriday #ChrisExcel #hiphop #Twar https://t.co/WoN1P837AP","0","0","2","1655891541000","22 Jun 2022","TeMz_031/status/1539546826659049477","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","PiecesOfMe | DroppingFriday | ChrisExcel | hiphop | Twar"
"@ChrisExcel","Chris","There's an existing bcc hus select list but it's 13000+ records. Arlo said to cut off at 9,000 a distribution report would help","0","0","0","1236798698000","11 Mar 2009","ChrisExcel/status/1312118209","https://twitter.com/chrisExcel?lang=en",""
"@NellyMsizaSA_","Nelly Msiza","Grandshap la kwa Twitter one must NOT sleep or blink 😭😭😭because wow isgaxa after isgaxa #ChrisExcel","1","1","2","1655972452000","23 Jun 2022","NellyMsizaSA_/status/1539886192380051458","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@BalagaddeRamos","TRUTH HUB Coach Balagadde Ramos","#JUSTIN: Alfred Schreuder has been unveiled as the new head coach of Ajax! (📸 @AFCAjax ). Chelsea have announced the departure of Marina Granovskaia. @ChelseaFC #ChrisExcel #Dembele #Eriksen https://t.co/FXZGIMm7sa","0","0","2","1655889514000","22 Jun 2022","BalagaddeRamos/status/1539538323672530944","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","JUSTIN | ChrisExcel | Dembele | Eriksen"
"@Fresh_Trendz","Fresh Trendz","Mihlali Ndamase Gets Attacked For Getting Involved In Things That Did Not Concern Her || Kamo Mphela https://t.co/iaGEdQyl1N #Mihlali #Bahumi #ChrisExcel #Mbali #Zinhle #Xoli #LTDWSomizi #Makhadzi #Magear #casspernyovest #Musa #somizi #KayYarms #MacG #PodcastAndChill https://t.co/1dHd2nHQF1","0","0","0","1655919268000","22 Jun 2022","Fresh_Trendz/status/1539663122130419712","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Mihlali | Bahumi | ChrisExcel | Mbali | Zinhle | Xoli | LTDWSomizi | Makhadzi | Magear | casspernyovest | Musa | somizi | KayYarms | MacG | PodcastAndChill"
"@uCrack3","uCrack⛵🇿🇦","#round2 #Samke #ChrisExcel https://t.co/97uRWa5BYm","1","0","4","1656056468000","24 Jun 2022","uCrack3/status/1540238581888868353","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","round2 | Samke | ChrisExcel"
"@MTouch_Off","SupaProducer!","@TimmyAirbourne bona nou 😭😭 and die boy o sa tsena sgela 🤣🤣 https://t.co/sYEUNRi6so","81","87","330","1655882930000","22 Jun 2022","MTouch_Off/status/1539510708982976514","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live",""
"@ChrisExcel","Chris","any horsemen artwork yet? Ryobi is close to booked for rest of week...3/17 deadline is not loookin good.","0","0","0","1236801346000","11 Mar 2009","ChrisExcel/status/1312333086","https://twitter.com/chrisExcel?lang=en",""
"@Buhle_MrsM","Buhle","1 sachet under the tongue in the morning to boost your immune system 💪🍋🍍🥭🍊🧉💯💯. R900 1BOX #Musa #Masks #ChrisExcel #Chiefs #LTDWSomizi #SouthAfrica #ZARA #Nigerians #CBDTwitter #MrKgomo #GomoraMzansi https://t.co/Kh6eFI3Bbj","0","0","0","1655973137000","23 Jun 2022","Buhle_MrsM/status/1539889065683730433","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Musa | Masks | ChrisExcel | Chiefs | LTDWSomizi | SouthAfrica | ZARA | Nigerians | CBDTwitter | MrKgomo | GomoraMzansi"
"@_TjeeyMiah__5","😎😎MrTea_🛣️_2k📍","Apparently this is what Samke did to #ChrisExcel 😎😎😎 https://t.co/uwbrDYIvyM","0","0","2","1655890958000","22 Jun 2022","_TjeeyMiah__5/status/1539544383061639168","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@AdvoBarryRoux","Man’s NOT Barry Roux ","DJ Zinhle is a very Beautiful Black woman, with or without makeup. https://t.co/noRGtWxJAx","224","155","3993","1655839290000","21 Jun 2022","AdvoBarryRoux/status/1539327668893655040","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live",""
"@NeoxWarrior","Neo 🧚🏽‍♀️","I’m a Designer Alkaline Water distributor based in Ruimsig / Little Falls, Roodepoort. Place your order with me today! ❤️💦 (sales are only per case, no units) https://t.co/ipTRjcu66A","3","24","32","1654882490000","10 Jun 2022","NeoxWarrior/status/1535314560973938689","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live",""
"@HopeSA666","Men Gogo","The only thing that I like about @ChrisExcel102 He's a Mature Guy, he understand that this is just Social media no need to be Personal. Whatever S*x video he has for Samke he won't post it. God Bless This King #ChrisExcel 👌💪","0","0","1","1655971851000","23 Jun 2022","HopeSA666/status/1539883670911258624","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@Just__Pet","Real Chris","I apologise to everyone I have hurt in the past. Equestrian that we kindly keep my gf and my baby off social media. #Brendafassie #blackcoffee #ChrisExcel","0","0","0","1655885660000","22 Jun 2022","Just__Pet/status/1539522161240580096","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Brendafassie | blackcoffee | ChrisExcel"
"@Mancinza59","Siya","#ChrisExcel my girl awungizamele imali lapho.","0","0","0","1656447277000","28 Jun 2022","Mancinza59/status/1541877751497609218","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","ChrisExcel"
"@Sirsbonelo_Dee","SirSbonelo Dee","Zazi Zithande Zinakekele #SirSboneloDee #BhutBaeWeVoice #HIVActivist #ChrisExcel #Jungkook #Mphowabadimo #Azola Don't forget to catch me weekdays from 12h00-14h00 on #KasiSekele @eitaradioSA https://t.co/v8PI2r0gI0 https://t.co/UchV6hkos4","1","0","3","1655966403000","23 Jun 2022","Sirsbonelo_Dee/status/1539860822368948225","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","SirSboneloDee | BhutBaeWeVoice | HIVActivist | ChrisExcel | Jungkook | Mphowabadimo | Azola | KasiSekele"
"@coconutThug","cups full of melanin 🇿🇦","Mmusi Maimane is still an agent . #DrMotsoaledi #nota #yeoville #Mamkhize #chrisexcel #azola #Samke #ARV #tinypenis #johnsteenuisen https://t.co/6vJTQJmYwA","0","0","4","1655892261000","22 Jun 2022","coconutThug/status/1539549846973153282","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","DrMotsoaledi | nota | yeoville | Mamkhize | chrisexcel | azola | Samke | ARV | tinypenis | johnsteenuisen"
"@KhumaloSanelen","Sanele The Great","..security guards after hearing the masks are no longer mandatory #Masks #ChrisExcel #PhalaPhalaFarmGate IT'S OFFICIAL https://t.co/WEdWLLGiQC","0","2","9","1655972988000","23 Jun 2022","KhumaloSanelen/status/1539888441789489152","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","Masks | ChrisExcel | PhalaPhalaFarmGate"
"@Mesh__T","📀 Mesh 📀","What if these incidents, #EnyobeniTavern and #Samke / #Blem / #ChrisExcel are a spin-off of the #PhalaPhalaFarm #PhalaPhalaGate Don't mind me, I am a conspiracy theorist...","0","0","0","1656357280000","27 Jun 2022","Mesh__T/status/1541500278163357697","https://twitter.com/hashtag/chrisExcel?src=hashtag_click&f=live","EnyobeniTavern | Samke | Blem | ChrisExcel | PhalaPhalaFarm | PhalaPhalaGate"
